,follower_idea,leader_idea,PR
832,59352c01d55711eb97625e80f8f2101b,4a638e02cd7811eb89a65e80f8f2101b,0.1
833,59352c01d55711eb97625e80f8f2101b,aa99b7fecff511eba5ee5e80f8f2101b,0.1
834,37926d54d55d11eb97625e80f8f2101b,d253e293d3bb11eb97625e80f8f2101b,3.0
835,d955f9ddd55c11eb97625e80f8f2101b,325efb08b47911eb860b5e80f8f2101b,0.1
836,d955f9ddd55c11eb97625e80f8f2101b,6b26461eb6b811eb860b5e80f8f2101b,0.1
837,d955f9ddd55c11eb97625e80f8f2101b,ecdd2a17bf5311eb9b615e80f8f2101b,0.1
838,d955f9ddd55c11eb97625e80f8f2101b,f68f1e63c2ac11eb9b615e80f8f2101b,0.1
839,e902fdc8d54c11eb97625e80f8f2101b,024acfe6b9d211ebbd3b5e80f8f2101b,0.1
840,e902fdc8d54c11eb97625e80f8f2101b,ccaed9e3beae11eb9b615e80f8f2101b,0.1
841,5cc3a322d55a11eb97625e80f8f2101b,a81d72abbc3611eb9b615e80f8f2101b,0.1
842,5cc3a322d55a11eb97625e80f8f2101b,f8ce10c6be9911eb9b615e80f8f2101b,0.1
843,5cc3a322d55a11eb97625e80f8f2101b,b7a1bdf2c73011eb8a795e80f8f2101b,0.1
844,5cc3a322d55a11eb97625e80f8f2101b,c8a0d3fccfdc11eba5ee5e80f8f2101b,0.1
845,a32881d0c98b11eb8a795e80f8f2101b,68d4ccc1c43111eb8a795e80f8f2101b,0.1
846,ade6d114d55a11eb97625e80f8f2101b,209b167ebdbf11eb9b615e80f8f2101b,0.1
847,ce27b579d55411eb97625e80f8f2101b,6a4c1e4fd55211eb97625e80f8f2101b,5.0
848,e49f0d44d55411eb97625e80f8f2101b,dcdc4a43b45b11eb860b5e80f8f2101b,0.1
849,e49f0d44d55411eb97625e80f8f2101b,0a95d959c9b811eb8a795e80f8f2101b,0.1
850,e49f0d44d55411eb97625e80f8f2101b,4a675e96cd7811eb89a65e80f8f2101b,0.1
851,e49f0d44d55411eb97625e80f8f2101b,e0487b1bd25d11eb94055e80f8f2101b,2.0
852,41c11e66d4bb11eb97625e80f8f2101b,9c5225b7b93011ebbd3b5e80f8f2101b,0.1
853,41c11e66d4bb11eb97625e80f8f2101b,061f06cbc7fa11eb8a795e80f8f2101b,0.1
854,41c11e66d4bb11eb97625e80f8f2101b,23f06970c80211eb8a795e80f8f2101b,0.1
855,41c11e66d4bb11eb97625e80f8f2101b,1805f57ecf3211eb89a65e80f8f2101b,0.1
856,29395573c9bc11eb8a795e80f8f2101b,68d4ccc1c43111eb8a795e80f8f2101b,0.1
857,29395573c9bc11eb8a795e80f8f2101b,a32881d0c98b11eb8a795e80f8f2101b,5.0
858,bae6b08fd58111eb97625e80f8f2101b,99fc6ecfb14111ebbd8d5e80f8f2101b,0.1
859,bae6b08fd58111eb97625e80f8f2101b,2750b22ebf5411eb9b615e80f8f2101b,0.1
860,bae6b08fd58111eb97625e80f8f2101b,ec426a75c36911eb9b615e80f8f2101b,0.1
861,bae6b08fd58111eb97625e80f8f2101b,4daa63cfc41d11eb8a795e80f8f2101b,0.1
862,bae6b08fd58111eb97625e80f8f2101b,4c562db1ce6f11eb89a65e80f8f2101b,0.1
863,18e1c955d56711eb97625e80f8f2101b,2494543bbe9411eb9b615e80f8f2101b,0.1
864,18e1c955d56711eb97625e80f8f2101b,7f120d10d56311eb97625e80f8f2101b,5.0
865,823e9606d57d11eb97625e80f8f2101b,938f6bb4d1ce11eb94055e80f8f2101b,1.0
866,7f120d10d56311eb97625e80f8f2101b,2494543bbe9411eb9b615e80f8f2101b,0.1
867,794d3f64d7b511eb97625e80f8f2101b,ee728375cf4411eb89a65e80f8f2101b,0.1
868,fb160a5fd7b511eb97625e80f8f2101b,b25a99ddc33f11eb9b615e80f8f2101b,0.1
869,fb160a5fd7b511eb97625e80f8f2101b,0b6eb41bd48711eb97625e80f8f2101b,1.0
870,fb160a5fd7b511eb97625e80f8f2101b,9a8ee4c3d7aa11eb97625e80f8f2101b,5.0
871,45375c2fd7cf11eb97625e80f8f2101b,8927a0a8beac11eb9b615e80f8f2101b,0.1
872,45375c2fd7cf11eb97625e80f8f2101b,f90d7b59d40411eb97625e80f8f2101b,1.0
873,45375c2fd7cf11eb97625e80f8f2101b,b04ebafdd4b911eb97625e80f8f2101b,2.0
874,45375c2fd7cf11eb97625e80f8f2101b,ec6a297ed49811eb97625e80f8f2101b,1.0
875,45375c2fd7cf11eb97625e80f8f2101b,7868a65cd57b11eb97625e80f8f2101b,3.0
876,45375c2fd7cf11eb97625e80f8f2101b,57cdbcf0d59011eb97625e80f8f2101b,3.0
877,9d5bc0a6d7cf11eb97625e80f8f2101b,33108dcfb78811ebbd3b5e80f8f2101b,0.1
878,9d5bc0a6d7cf11eb97625e80f8f2101b,1b8e4406bead11eb9b615e80f8f2101b,0.1
879,9d5bc0a6d7cf11eb97625e80f8f2101b,432e1fd5c8c911eb8a795e80f8f2101b,0.1
880,9d5bc0a6d7cf11eb97625e80f8f2101b,b25341f5d26611eb94055e80f8f2101b,0.1
881,6a21031cd7b611eb97625e80f8f2101b,e892ace3b86b11ebbd3b5e80f8f2101b,0.1
882,6a21031cd7b611eb97625e80f8f2101b,d1284609c1b911eb9b615e80f8f2101b,0.1
883,6a21031cd7b611eb97625e80f8f2101b,6e6b7ba7c1d311eb9b615e80f8f2101b,0.1
884,6a21031cd7b611eb97625e80f8f2101b,06ef81d0c1ab11eb9b615e80f8f2101b,0.1
885,6a21031cd7b611eb97625e80f8f2101b,0a1d4845c75911eb8a795e80f8f2101b,0.1
886,6a21031cd7b611eb97625e80f8f2101b,0c3d54a2ca5c11eb8a795e80f8f2101b,0.1
887,6a21031cd7b611eb97625e80f8f2101b,b961d573d23811eb94055e80f8f2101b,0.1
888,6a21031cd7b611eb97625e80f8f2101b,6f3725e9d55a11eb97625e80f8f2101b,2.0
889,6a21031cd7b611eb97625e80f8f2101b,23f828c0d7aa11eb97625e80f8f2101b,5.0
890,a9181792d7b611eb97625e80f8f2101b,73820a95b7e811ebbd3b5e80f8f2101b,0.1
891,7506b442d7b811eb97625e80f8f2101b,99fc6ecfb14111ebbd8d5e80f8f2101b,0.1
892,7506b442d7b811eb97625e80f8f2101b,2750b22ebf5411eb9b615e80f8f2101b,0.1
893,7506b442d7b811eb97625e80f8f2101b,ec426a75c36911eb9b615e80f8f2101b,0.1
894,7506b442d7b811eb97625e80f8f2101b,4daa63cfc41d11eb8a795e80f8f2101b,0.1
895,7506b442d7b811eb97625e80f8f2101b,4c562db1ce6f11eb89a65e80f8f2101b,0.1
896,7506b442d7b811eb97625e80f8f2101b,bae6b08fd58111eb97625e80f8f2101b,3.0
897,57cdbcf0d59011eb97625e80f8f2101b,8927a0a8beac11eb9b615e80f8f2101b,0.1
898,57cdbcf0d59011eb97625e80f8f2101b,f90d7b59d40411eb97625e80f8f2101b,4.0
899,57cdbcf0d59011eb97625e80f8f2101b,b04ebafdd4b911eb97625e80f8f2101b,4.0
900,57cdbcf0d59011eb97625e80f8f2101b,ec6a297ed49811eb97625e80f8f2101b,4.0
901,57cdbcf0d59011eb97625e80f8f2101b,7868a65cd57b11eb97625e80f8f2101b,5.0
902,a4638d00d58b11eb97625e80f8f2101b,ff170ddab2ce11eb860b5e80f8f2101b,0.1
903,a4638d00d58b11eb97625e80f8f2101b,98167826b2eb11eb860b5e80f8f2101b,0.1
904,a4638d00d58b11eb97625e80f8f2101b,476bcffeb6d111eb860b5e80f8f2101b,0.1
905,a4638d00d58b11eb97625e80f8f2101b,2901d3e4b77e11ebbd3b5e80f8f2101b,0.1
906,a4638d00d58b11eb97625e80f8f2101b,fb1cfff0bdc911eb9b615e80f8f2101b,0.1
907,a4638d00d58b11eb97625e80f8f2101b,74534087c33811eb9b615e80f8f2101b,0.1
908,a4638d00d58b11eb97625e80f8f2101b,17543d3ac98211eb8a795e80f8f2101b,0.1
909,a4638d00d58b11eb97625e80f8f2101b,92d83f21cf0a11eb89a65e80f8f2101b,0.1
910,a4638d00d58b11eb97625e80f8f2101b,cec86285cf3411eb89a65e80f8f2101b,0.1
911,a4638d00d58b11eb97625e80f8f2101b,ffb045d2d31811eb94055e80f8f2101b,2.0
912,a719133bd7b611eb97625e80f8f2101b,88df2b7bb6cd11eb860b5e80f8f2101b,0.1
913,a719133bd7b611eb97625e80f8f2101b,d3154984bc3811eb9b615e80f8f2101b,0.1
914,a719133bd7b611eb97625e80f8f2101b,4c925f5fc1be11eb9b615e80f8f2101b,0.1
915,a719133bd7b611eb97625e80f8f2101b,70b5fa68c26d11eb9b615e80f8f2101b,0.1
916,a719133bd7b611eb97625e80f8f2101b,71084eeac34d11eb9b615e80f8f2101b,0.1
917,a719133bd7b611eb97625e80f8f2101b,5ed0e812c4f611eb8a795e80f8f2101b,0.1
918,a719133bd7b611eb97625e80f8f2101b,fa77164dc75811eb8a795e80f8f2101b,0.1
919,a719133bd7b611eb97625e80f8f2101b,da75490cc86a11eb8a795e80f8f2101b,0.1
920,a719133bd7b611eb97625e80f8f2101b,8938a1f8c8e811eb8a795e80f8f2101b,0.1
921,a719133bd7b611eb97625e80f8f2101b,a1ec433fcf0a11eb89a65e80f8f2101b,0.1
922,a719133bd7b611eb97625e80f8f2101b,33e64f3fcea111eb89a65e80f8f2101b,0.1
923,a719133bd7b611eb97625e80f8f2101b,c0c7a6cbcfd711eba5ee5e80f8f2101b,0.1
924,a719133bd7b611eb97625e80f8f2101b,efed0234d48811eb97625e80f8f2101b,1.0
925,c57ff92ed7b611eb97625e80f8f2101b,b4fcc25fbdeb11eb9b615e80f8f2101b,0.1
926,c57ff92ed7b611eb97625e80f8f2101b,372e36f4beac11eb9b615e80f8f2101b,0.1
927,c57ff92ed7b611eb97625e80f8f2101b,e7ff2380bece11eb9b615e80f8f2101b,0.1
928,c57ff92ed7b611eb97625e80f8f2101b,e7274099c1b611eb9b615e80f8f2101b,0.1
929,c57ff92ed7b611eb97625e80f8f2101b,03f52c21ce4011eb89a65e80f8f2101b,0.1
930,c57ff92ed7b611eb97625e80f8f2101b,7ed9ff97d1df11eb94055e80f8f2101b,0.1
931,c2723db3d7ae11eb97625e80f8f2101b,a67e73f1d7a611eb97625e80f8f2101b,5.0
932,27d6f43fd7ab11eb97625e80f8f2101b,6d779a35c27c11eb9b615e80f8f2101b,0.1
933,9a8ee4c3d7aa11eb97625e80f8f2101b,b25a99ddc33f11eb9b615e80f8f2101b,0.1
934,9a8ee4c3d7aa11eb97625e80f8f2101b,0b6eb41bd48711eb97625e80f8f2101b,2.0
935,23f828c0d7aa11eb97625e80f8f2101b,e892ace3b86b11ebbd3b5e80f8f2101b,0.1
936,23f828c0d7aa11eb97625e80f8f2101b,d1284609c1b911eb9b615e80f8f2101b,0.1
937,23f828c0d7aa11eb97625e80f8f2101b,6e6b7ba7c1d311eb9b615e80f8f2101b,0.1
938,23f828c0d7aa11eb97625e80f8f2101b,06ef81d0c1ab11eb9b615e80f8f2101b,0.1
939,23f828c0d7aa11eb97625e80f8f2101b,0a1d4845c75911eb8a795e80f8f2101b,0.1
940,23f828c0d7aa11eb97625e80f8f2101b,0c3d54a2ca5c11eb8a795e80f8f2101b,0.1
941,23f828c0d7aa11eb97625e80f8f2101b,b961d573d23811eb94055e80f8f2101b,0.1
942,23f828c0d7aa11eb97625e80f8f2101b,6f3725e9d55a11eb97625e80f8f2101b,3.0
943,17234bfed67c11eb97625e80f8f2101b,695d63fac76e11eb8a795e80f8f2101b,0.1
944,0aac8be3d7d811eb97625e80f8f2101b,b25a99ddc33f11eb9b615e80f8f2101b,0.1
945,0aac8be3d7d811eb97625e80f8f2101b,0b6eb41bd48711eb97625e80f8f2101b,1.0
946,0aac8be3d7d811eb97625e80f8f2101b,fb160a5fd7b511eb97625e80f8f2101b,5.0
947,0aac8be3d7d811eb97625e80f8f2101b,9a8ee4c3d7aa11eb97625e80f8f2101b,5.0
948,0ed1d3cbd7d511eb97625e80f8f2101b,b64be1eacd8611eb89a65e80f8f2101b,0.1
949,1cffb4c9d8a711eb97625e80f8f2101b,7cb6130dd50211eb97625e80f8f2101b,1.0
950,570315f9d8a711eb97625e80f8f2101b,a1274c29bdcb11eb9b615e80f8f2101b,0.1
951,5ba1108ed81f11eb97625e80f8f2101b,3830d0a5c75611eb8a795e80f8f2101b,0.1
952,682a3debd7ea11eb97625e80f8f2101b,b622a797b45b11eb860b5e80f8f2101b,0.1
953,682a3debd7ea11eb97625e80f8f2101b,30389d14c27911eb9b615e80f8f2101b,0.1
954,682a3debd7ea11eb97625e80f8f2101b,a95b069bc72e11eb8a795e80f8f2101b,0.1
955,682a3debd7ea11eb97625e80f8f2101b,c1ef663dd2fe11eb94055e80f8f2101b,0.1
956,682a3debd7ea11eb97625e80f8f2101b,ba837392d57c11eb97625e80f8f2101b,2.0
957,c7957dbcd89d11eb97625e80f8f2101b,dff72cd6beb811eb9b615e80f8f2101b,0.1
958,1a92d033d87e11eb97625e80f8f2101b,beb0ee5ab9fe11ebbd3b5e80f8f2101b,0.1
959,1a92d033d87e11eb97625e80f8f2101b,3d9d0480bc2e11eb9b615e80f8f2101b,0.1
960,1a92d033d87e11eb97625e80f8f2101b,dc12db8bd41f11eb97625e80f8f2101b,0.1
961,727ccb78d8a011eb97625e80f8f2101b,e85e796dbe8711eb9b615e80f8f2101b,0.1
962,63bc5487d87211eb97625e80f8f2101b,1b4a580ecfd611eba5ee5e80f8f2101b,0.1
963,a4cf6a22d87211eb97625e80f8f2101b,43bad3acd54c11eb97625e80f8f2101b,1.0
964,a88749f5d86f11eb97625e80f8f2101b,ede07bb2d01311eba5ee5e80f8f2101b,0.1
965,1e0a0b25d87511eb97625e80f8f2101b,1b4a580ecfd611eba5ee5e80f8f2101b,0.1
966,1e0a0b25d87511eb97625e80f8f2101b,63bc5487d87211eb97625e80f8f2101b,5.0
967,a514f35dd8a111eb97625e80f8f2101b,c3ccfe0ad3cd11eb97625e80f8f2101b,0.1
968,235a657bd87211eb97625e80f8f2101b,528e2961cd7811eb89a65e80f8f2101b,0.1
969,c6e396d9d87111eb97625e80f8f2101b,88df2b7bb6cd11eb860b5e80f8f2101b,0.1
970,c6e396d9d87111eb97625e80f8f2101b,d3154984bc3811eb9b615e80f8f2101b,0.1
971,c6e396d9d87111eb97625e80f8f2101b,4c925f5fc1be11eb9b615e80f8f2101b,0.1
972,c6e396d9d87111eb97625e80f8f2101b,70b5fa68c26d11eb9b615e80f8f2101b,0.1
973,c6e396d9d87111eb97625e80f8f2101b,71084eeac34d11eb9b615e80f8f2101b,0.1
974,c6e396d9d87111eb97625e80f8f2101b,5ed0e812c4f611eb8a795e80f8f2101b,0.1
975,c6e396d9d87111eb97625e80f8f2101b,fa77164dc75811eb8a795e80f8f2101b,0.1
976,c6e396d9d87111eb97625e80f8f2101b,da75490cc86a11eb8a795e80f8f2101b,0.1
977,c6e396d9d87111eb97625e80f8f2101b,8938a1f8c8e811eb8a795e80f8f2101b,0.1
978,c6e396d9d87111eb97625e80f8f2101b,a1ec433fcf0a11eb89a65e80f8f2101b,0.1
979,c6e396d9d87111eb97625e80f8f2101b,33e64f3fcea111eb89a65e80f8f2101b,0.1
980,c6e396d9d87111eb97625e80f8f2101b,c0c7a6cbcfd711eba5ee5e80f8f2101b,0.1
981,c6e396d9d87111eb97625e80f8f2101b,efed0234d48811eb97625e80f8f2101b,1.0
982,c6e396d9d87111eb97625e80f8f2101b,a719133bd7b611eb97625e80f8f2101b,5.0
983,6fad5eefd89d11eb97625e80f8f2101b,96be891fc73711eb8a795e80f8f2101b,0.1
984,6fad5eefd89d11eb97625e80f8f2101b,2d89d418c75f11eb8a795e80f8f2101b,0.1
985,1522a966d86d11eb97625e80f8f2101b,97c9a9cbb2e611eb860b5e80f8f2101b,0.1
986,1522a966d86d11eb97625e80f8f2101b,87228f64b2d111eb860b5e80f8f2101b,0.1
987,1522a966d86d11eb97625e80f8f2101b,7210e2e6b93011ebbd3b5e80f8f2101b,0.1
988,1522a966d86d11eb97625e80f8f2101b,dbbb28f9d3fb11eb97625e80f8f2101b,0.1
989,41f59392d86d11eb97625e80f8f2101b,d5c163accf3111eb89a65e80f8f2101b,0.1
990,c8d6e910d89b11eb97625e80f8f2101b,e6c87e4fc4f611eb8a795e80f8f2101b,0.1
991,e0905dcad89b11eb97625e80f8f2101b,6ef0e68ab79a11ebbd3b5e80f8f2101b,0.1
992,e0905dcad89b11eb97625e80f8f2101b,4a3cb1eac2b611eb9b615e80f8f2101b,0.1
993,e0905dcad89b11eb97625e80f8f2101b,969470fdd49811eb97625e80f8f2101b,0.1
994,e0905dcad89b11eb97625e80f8f2101b,5eac71e4d55811eb97625e80f8f2101b,1.0
995,051fcc94d7e311eb97625e80f8f2101b,153da6d4c43311eb8a795e80f8f2101b,0.1
996,6498b7cdd7e311eb97625e80f8f2101b,19de6bd6be9a11eb9b615e80f8f2101b,0.1
997,692a4596d7e611eb97625e80f8f2101b,0e7b2ea1ca6a11eb8a795e80f8f2101b,0.1
998,692a4596d7e611eb97625e80f8f2101b,3558985bd22a11eb94055e80f8f2101b,0.1
999,d6f573a3d87711eb97625e80f8f2101b,88df2b7bb6cd11eb860b5e80f8f2101b,0.1
1000,d6f573a3d87711eb97625e80f8f2101b,d3154984bc3811eb9b615e80f8f2101b,0.1
1001,d6f573a3d87711eb97625e80f8f2101b,4c925f5fc1be11eb9b615e80f8f2101b,0.1
1002,d6f573a3d87711eb97625e80f8f2101b,70b5fa68c26d11eb9b615e80f8f2101b,0.1
1003,d6f573a3d87711eb97625e80f8f2101b,71084eeac34d11eb9b615e80f8f2101b,0.1
1004,d6f573a3d87711eb97625e80f8f2101b,5ed0e812c4f611eb8a795e80f8f2101b,0.1
1005,d6f573a3d87711eb97625e80f8f2101b,fa77164dc75811eb8a795e80f8f2101b,0.1
1006,d6f573a3d87711eb97625e80f8f2101b,da75490cc86a11eb8a795e80f8f2101b,0.1
1007,d6f573a3d87711eb97625e80f8f2101b,8938a1f8c8e811eb8a795e80f8f2101b,0.1
1008,d6f573a3d87711eb97625e80f8f2101b,a1ec433fcf0a11eb89a65e80f8f2101b,0.1
1009,d6f573a3d87711eb97625e80f8f2101b,33e64f3fcea111eb89a65e80f8f2101b,0.1
1010,d6f573a3d87711eb97625e80f8f2101b,c0c7a6cbcfd711eba5ee5e80f8f2101b,0.1
1011,d6f573a3d87711eb97625e80f8f2101b,efed0234d48811eb97625e80f8f2101b,0.1
1012,d6f573a3d87711eb97625e80f8f2101b,a719133bd7b611eb97625e80f8f2101b,5.0
1013,d6f573a3d87711eb97625e80f8f2101b,c6e396d9d87111eb97625e80f8f2101b,5.0
1014,f2e43f1cd88011eb97625e80f8f2101b,b4fcc25fbdeb11eb9b615e80f8f2101b,0.1
1015,f2e43f1cd88011eb97625e80f8f2101b,372e36f4beac11eb9b615e80f8f2101b,0.1
1016,f2e43f1cd88011eb97625e80f8f2101b,e7ff2380bece11eb9b615e80f8f2101b,0.1
1017,f2e43f1cd88011eb97625e80f8f2101b,e7274099c1b611eb9b615e80f8f2101b,0.1
1018,f2e43f1cd88011eb97625e80f8f2101b,03f52c21ce4011eb89a65e80f8f2101b,0.1
1019,f2e43f1cd88011eb97625e80f8f2101b,7ed9ff97d1df11eb94055e80f8f2101b,0.1
1020,f2e43f1cd88011eb97625e80f8f2101b,c57ff92ed7b611eb97625e80f8f2101b,4.0
1021,cf285399d87211eb97625e80f8f2101b,03abc6babded11eb9b615e80f8f2101b,0.1
1022,1dd7a0c5d96f11eb97625e80f8f2101b,06f778b0d7eb11eb97625e80f8f2101b,4.0
1023,735923d3d94311eb97625e80f8f2101b,e4884828d23811eb94055e80f8f2101b,0.1
1024,a794dfedd94311eb97625e80f8f2101b,7e79471fbe8f11eb9b615e80f8f2101b,0.1
1025,a794dfedd94311eb97625e80f8f2101b,0f937fc6cf0611eb89a65e80f8f2101b,0.1
1026,a794dfedd94311eb97625e80f8f2101b,1b8150e8cf4311eb89a65e80f8f2101b,0.1
1027,cf02d45ed96711eb97625e80f8f2101b,1f35c9a3bd1a11eb9b615e80f8f2101b,0.1
1028,cf02d45ed96711eb97625e80f8f2101b,7ac1ff24bdbb11eb9b615e80f8f2101b,0.1
1029,dafa604ed94311eb97625e80f8f2101b,22f09b05b2cf11eb860b5e80f8f2101b,0.1
1030,dafa604ed94311eb97625e80f8f2101b,4fa91971c1dc11eb9b615e80f8f2101b,0.1
1031,dafa604ed94311eb97625e80f8f2101b,cf6f0f58c75d11eb8a795e80f8f2101b,0.1
1032,dafa604ed94311eb97625e80f8f2101b,2a92ae26c73211eb8a795e80f8f2101b,0.1
1033,dafa604ed94311eb97625e80f8f2101b,6cf72a36c82311eb8a795e80f8f2101b,0.1
1034,dafa604ed94311eb97625e80f8f2101b,171749e9c86b11eb8a795e80f8f2101b,0.1
1035,dafa604ed94311eb97625e80f8f2101b,c54e6ca6ca6911eb8a795e80f8f2101b,0.1
1036,dafa604ed94311eb97625e80f8f2101b,556b2a00d25d11eb94055e80f8f2101b,0.1
1037,425bbf1fd94d11eb97625e80f8f2101b,a96287dbc90811eb8a795e80f8f2101b,0.1
1038,425bbf1fd94d11eb97625e80f8f2101b,0b1dad4ecd8911eb89a65e80f8f2101b,0.1
1039,425bbf1fd94d11eb97625e80f8f2101b,55bc351fcfe511eba5ee5e80f8f2101b,0.1
1040,0ed3b356d95311eb97625e80f8f2101b,a1274c29bdcb11eb9b615e80f8f2101b,0.1
1041,0ed3b356d95311eb97625e80f8f2101b,570315f9d8a711eb97625e80f8f2101b,5.0
1042,02fb57a8d96611eb97625e80f8f2101b,3c6551eec7f511eb8a795e80f8f2101b,0.1
1043,561160a7d95c11eb97625e80f8f2101b,ff170ddab2ce11eb860b5e80f8f2101b,0.1
1044,561160a7d95c11eb97625e80f8f2101b,98167826b2eb11eb860b5e80f8f2101b,0.1
1045,561160a7d95c11eb97625e80f8f2101b,476bcffeb6d111eb860b5e80f8f2101b,0.1
1046,561160a7d95c11eb97625e80f8f2101b,2901d3e4b77e11ebbd3b5e80f8f2101b,0.1
1047,561160a7d95c11eb97625e80f8f2101b,fb1cfff0bdc911eb9b615e80f8f2101b,0.1
1048,561160a7d95c11eb97625e80f8f2101b,74534087c33811eb9b615e80f8f2101b,0.1
1049,561160a7d95c11eb97625e80f8f2101b,17543d3ac98211eb8a795e80f8f2101b,0.1
1050,561160a7d95c11eb97625e80f8f2101b,92d83f21cf0a11eb89a65e80f8f2101b,0.1
1051,561160a7d95c11eb97625e80f8f2101b,cec86285cf3411eb89a65e80f8f2101b,0.1
1052,561160a7d95c11eb97625e80f8f2101b,ffb045d2d31811eb94055e80f8f2101b,0.1
1053,561160a7d95c11eb97625e80f8f2101b,a4638d00d58b11eb97625e80f8f2101b,1.0
1054,d98a0ae4d8a811eb97625e80f8f2101b,a38c2262d8a711eb97625e80f8f2101b,5.0
1055,1c45ad73d96311eb97625e80f8f2101b,c825fd48d01711eba5ee5e80f8f2101b,0.1
1056,178cedbbd96811eb97625e80f8f2101b,e9e40697cdb211eb89a65e80f8f2101b,0.1
1057,4e40ae25d8d411eb97625e80f8f2101b,22116de6b2e311eb860b5e80f8f2101b,0.1
1058,45027953d96b11eb97625e80f8f2101b,5ad2daddbdcf11eb9b615e80f8f2101b,0.1
1059,f657d315d94a11eb97625e80f8f2101b,938f6bb4d1ce11eb94055e80f8f2101b,0.1
1060,f657d315d94a11eb97625e80f8f2101b,823e9606d57d11eb97625e80f8f2101b,1.0
1061,06f86f5ad93911eb97625e80f8f2101b,153da6d4c43311eb8a795e80f8f2101b,0.1
1062,06f86f5ad93911eb97625e80f8f2101b,051fcc94d7e311eb97625e80f8f2101b,4.0
1063,372fe147d93911eb97625e80f8f2101b,60b4f294b1ff11ebab175e80f8f2101b,0.1
1064,372fe147d93911eb97625e80f8f2101b,d45fa26dbe8f11eb9b615e80f8f2101b,0.1
1065,372fe147d93911eb97625e80f8f2101b,ed714d57cda711eb89a65e80f8f2101b,0.1
1066,372fe147d93911eb97625e80f8f2101b,6bf69a8ed3ca11eb97625e80f8f2101b,0.1
1067,4d17b1b0d96311eb97625e80f8f2101b,422c562cd87f11eb97625e80f8f2101b,4.0
1068,6e10d390d94111eb97625e80f8f2101b,4d59a523b2fe11eb860b5e80f8f2101b,0.1
1069,6e10d390d94111eb97625e80f8f2101b,b251e4aabdba11eb9b615e80f8f2101b,0.1
1070,6e10d390d94111eb97625e80f8f2101b,118acca9bdf811eb9b615e80f8f2101b,0.1
1071,6e10d390d94111eb97625e80f8f2101b,6d6a9f1fc1b411eb9b615e80f8f2101b,0.1
1072,6e10d390d94111eb97625e80f8f2101b,5df2a822d23711eb94055e80f8f2101b,0.1
1073,ca651b62d94011eb97625e80f8f2101b,5778c9b1d25c11eb94055e80f8f2101b,0.1
1074,ca651b62d94011eb97625e80f8f2101b,6847d0d0d3cf11eb97625e80f8f2101b,0.1
1075,e74b72b6d94e11eb97625e80f8f2101b,e892ace3b86b11ebbd3b5e80f8f2101b,0.1
1076,e74b72b6d94e11eb97625e80f8f2101b,d1284609c1b911eb9b615e80f8f2101b,0.1
1077,e74b72b6d94e11eb97625e80f8f2101b,6e6b7ba7c1d311eb9b615e80f8f2101b,0.1
1078,e74b72b6d94e11eb97625e80f8f2101b,06ef81d0c1ab11eb9b615e80f8f2101b,0.1
1079,e74b72b6d94e11eb97625e80f8f2101b,0a1d4845c75911eb8a795e80f8f2101b,0.1
1080,e74b72b6d94e11eb97625e80f8f2101b,0c3d54a2ca5c11eb8a795e80f8f2101b,0.1
1081,e74b72b6d94e11eb97625e80f8f2101b,b961d573d23811eb94055e80f8f2101b,0.1
1082,e74b72b6d94e11eb97625e80f8f2101b,6f3725e9d55a11eb97625e80f8f2101b,0.1
1083,e74b72b6d94e11eb97625e80f8f2101b,6a21031cd7b611eb97625e80f8f2101b,3.0
1084,e74b72b6d94e11eb97625e80f8f2101b,23f828c0d7aa11eb97625e80f8f2101b,3.0
1085,b94f4acfd94e11eb97625e80f8f2101b,b4fcc25fbdeb11eb9b615e80f8f2101b,0.1
1086,b94f4acfd94e11eb97625e80f8f2101b,372e36f4beac11eb9b615e80f8f2101b,0.1
1087,b94f4acfd94e11eb97625e80f8f2101b,e7ff2380bece11eb9b615e80f8f2101b,0.1
1088,b94f4acfd94e11eb97625e80f8f2101b,e7274099c1b611eb9b615e80f8f2101b,0.1
1089,b94f4acfd94e11eb97625e80f8f2101b,03f52c21ce4011eb89a65e80f8f2101b,0.1
1090,b94f4acfd94e11eb97625e80f8f2101b,7ed9ff97d1df11eb94055e80f8f2101b,0.1
1091,b94f4acfd94e11eb97625e80f8f2101b,c57ff92ed7b611eb97625e80f8f2101b,3.0
1092,b94f4acfd94e11eb97625e80f8f2101b,f2e43f1cd88011eb97625e80f8f2101b,4.0
1093,1b620dded96f11eb97625e80f8f2101b,5efc2fd1beac11eb9b615e80f8f2101b,0.1
1094,8a5ffd0cd94111eb97625e80f8f2101b,d2a9c53fbe0411eb9b615e80f8f2101b,0.1
1095,8a5ffd0cd94111eb97625e80f8f2101b,ce419d58ce8911eb89a65e80f8f2101b,0.1
1096,8a5ffd0cd94111eb97625e80f8f2101b,23fc7223cfe111eba5ee5e80f8f2101b,0.1
1097,40eb8134d97c11eb97625e80f8f2101b,6b809ad7d25711eb94055e80f8f2101b,0.1
1098,2ad11676d97c11eb97625e80f8f2101b,1f35c9a3bd1a11eb9b615e80f8f2101b,0.1
1099,2ad11676d97c11eb97625e80f8f2101b,7ac1ff24bdbb11eb9b615e80f8f2101b,0.1
1100,2ad11676d97c11eb97625e80f8f2101b,cf02d45ed96711eb97625e80f8f2101b,5.0
