,creator,PR,lifetimeAlpha
73,ddc97e9fd26d11eba73e5e80f8f2101b,0.005439860563560437,0.027857797854298965
74,e3f67968bdc511eba9fb5e80f8f2101b,0.005356006905448861,0.16676284178339265
75,1ce9eaf4b13f11eb8a7b5e80f8f2101b,0.005333778795664303,-0.08190138670583674
76,caa08930b13a11eb8a7b5e80f8f2101b,0.005311042151471539,0.12020505975692343
77,bbadf98bcd8411eba73e5e80f8f2101b,0.0052547823036809185,0.15260197818302534
78,c182e25cf12b11eb91445e80f8f2101b,0.005209955636579326,-0.03028470339811377
79,2359631bca5a11eba73e5e80f8f2101b,0.005193430525962872,0.44665291246561684
80,f974e8a9b13a11eb8a7b5e80f8f2101b,0.005183136663741949,0.0909460316635158
81,b1430b23c73f11eba73e5e80f8f2101b,0.0050615993445575665,0.18215785679664742
82,1622d198ca5a11eba73e5e80f8f2101b,0.004966438986030031,0.2922515431828588
83,89f0d2b5018211ec8bfa0242797fea16,0.004793590577155799,-0.0071050456057187295
84,946054f8018211ec8bfa0242797fea16,0.004724569556013508,-0.005320132504237222
85,f48f6fcbbdc511eba9fb5e80f8f2101b,0.004629633105791652,0.2345467506331942
86,58246d24b13411eb8a7b5e80f8f2101b,0.004442984771878727,0.08360113637609301
87,97f7fd40b14a11eb8a7b5e80f8f2101b,0.004084689686158327,0.0006495861389397217
88,81ac205504ac11ec8bfa0242797fea16,0.0038586186842205668,0.05135098282202046
89,70af3b97b13411eb8a7b5e80f8f2101b,0.0038268291468749665,0.0123510341896469
90,26e57c18c74011eba73e5e80f8f2101b,0.0036599873101087364,0.39874484853039277
91,d758cca9c73f11eba73e5e80f8f2101b,0.003645113588391728,0.14727085317408795
92,651e8a84e93911eb91445e80f8f2101b,0.0036316700487669393,0.03947924845640085
93,caf7b384c42f11eba73e5e80f8f2101b,0.003320709259225292,0.10073980911310167
94,7fe6c902018211ec8bfa0242797fea16,0.003303579207040338,0.00167318811923078
95,ed23fc36b13a11eb8a7b5e80f8f2101b,0.0032675435760756892,0.2331607613819004
96,a2ee4498bc3311eba9fb5e80f8f2101b,0.0031815299485055838,0.22511314823460957
97,b99b155db13a11eb8a7b5e80f8f2101b,0.003117965617874441,0.16099174760388588
98,767eef97e93911eb91445e80f8f2101b,0.0030819502369341433,0.006086253771043493
99,cf69b3becd8411eba73e5e80f8f2101b,0.0030421369469291132,0.08129316731556138
100,a0525526f12b11eb91445e80f8f2101b,0.00298236527065867,0.03662998294050285
101,284d3fc1b13b11eb8a7b5e80f8f2101b,0.002866879553104491,0.24734297201520583
102,9e1d9071e2ce11eb96635e80f8f2101b,0.002863402978332991,0.15995287067044
103,1ff27ea4da1b11eba73e5e80f8f2101b,0.002833828586090289,0.18070105293545777
104,a9edccf2e54511eb91445e80f8f2101b,0.002736739369942261,0.1310038390299781
105,6c632acdc8c611eba73e5e80f8f2101b,0.002638530002989154,-0.007832770344203625
106,f4b75952b13d11eb8a7b5e80f8f2101b,0.002532691802218408,0.11970924026195975
107,d76d1b4cb14a11eb8a7b5e80f8f2101b,0.00252874947054396,0.12866152446970533
108,7484f77f018211ec8bfa0242797fea16,0.002448410649199772,-0.0005652751389487416
109,07cd64ecb13b11eb8a7b5e80f8f2101b,0.002320443041088069,0.38616025815672234
110,910646bee2ce11eb96635e80f8f2101b,0.002293511175890657,0.11186091790251013
111,b910d367e2ce11eb96635e80f8f2101b,0.002163777449035592,0.0005291426744664929
112,53e50e61e93911eb91445e80f8f2101b,0.0021477640560657605,-0.05009950192473498
113,935eeebab13411eb8a7b5e80f8f2101b,0.002115169731949887,-0.12642737250914818
114,fef3f905b14a11eb8a7b5e80f8f2101b,0.0019580461237471173,0.21737762864748206
115,b9ee6326ca5911eba73e5e80f8f2101b,0.001930931129153372,0.0170133879047501
116,a63158c3b14a11eb8a7b5e80f8f2101b,0.0019024564183160314,0.07778137612351205
117,3974b70be93911eb91445e80f8f2101b,0.0018429792875165843,0.08721519276365905
118,6acd2c7c018211ec8bfa0242797fea16,0.001825174918460887,0.0025093962331257315
119,a6348eadb13411eb8a7b5e80f8f2101b,0.0017211482870684172,0.1124453944888777
120,0df33c98b14b11eb8a7b5e80f8f2101b,0.0017061536639502934,0.220178323945777
121,3ee13c46c1bd11eba9fb5e80f8f2101b,0.001692727251552952,1.5791753443902574
122,84d74a8db14a11eb8a7b5e80f8f2101b,0.00168049139108007,0.20799338063451675
123,0b53d2f6ffd211eb91445e80f8f2101b,0.0016620736530946413,0.0192306649883014
124,bbe44bb1c42f11eba73e5e80f8f2101b,0.001609853036999502,0.0035496364182311
125,ee450ad4001811ec91445e80f8f2101b,0.0013707566046236444,0.03362055965169
126,fcf933d3ffd111eb91445e80f8f2101b,0.0013075467086862721,-0.000702655960347081
127,d838a547c42f11eba73e5e80f8f2101b,0.0012827879442854958,0.1705091345300402
128,19c3ced9ffd211eb91445e80f8f2101b,0.0011856877660987569,0.0035215034760502292
129,aa3852b3ca5911eba73e5e80f8f2101b,0.0010554925153393518,0.09933731162203885
130,253b4b3cffd211eb91445e80f8f2101b,0.0010480385864172074,-0.04846339116160033
131,93e0736de93911eb91445e80f8f2101b,0.0010438926870215777,0.1323898117769688
132,f3bd1746018011ec8bfa0242797fea16,0.0009999950300032274,0.154141963501054
133,caf81cb9ca5911eba73e5e80f8f2101b,0.0009792783050285817,0.30991320872547784
134,33c26733c1bd11eba9fb5e80f8f2101b,0.0009628439666367378,-0.24981948968990825
135,308ebc1eca5a11eba73e5e80f8f2101b,0.0009453468550241536,0.08718392360334921
136,ac9a23fac2a411eba9fb5e80f8f2101b,0.0009453468550241536,0.005822269502691463
137,dc7bc393b13a11eb8a7b5e80f8f2101b,0.0009453468550241536,-0.22530350899105414
138,98ccca10ca5911eba73e5e80f8f2101b,0.0009453468550241536,0.214284597040569
