,idea_entity_id,PR,lifetimeAlpha
0,88df2b7bb6cd11eb860b5e80f8f2101b,0.0033808218046934286,399795.183429892
1,ff170ddab2ce11eb860b5e80f8f2101b,0.0029589740949883896,-205677.875783472
2,d0391a04b77d11ebbd3b5e80f8f2101b,0.0029155746687724066,-81371.3660659681
3,05cf2dddb84511ebbd3b5e80f8f2101b,0.0026850246451291327,1452067.12816126
4,4c925f5fc1be11eb9b615e80f8f2101b,0.0026164183327450244,655783.410983622
5,b09531d9bc3811eb9b615e80f8f2101b,0.0025034521212567327,500673.200614204
6,f44979c1bd1911eb9b615e80f8f2101b,0.0024485390406049873,810328.039760172
7,e892ace3b86b11ebbd3b5e80f8f2101b,0.0023881725114965023,291079.601177693
8,b4fcc25fbdeb11eb9b615e80f8f2101b,0.002352916049888071,-307050.064139865
9,22f09b05b2cf11eb860b5e80f8f2101b,0.002313054857217258,1821364.27097537
10,15334075bc3911eb9b615e80f8f2101b,0.0022572742676050354,1117259.33794171
11,6723613ebdee11eb9b615e80f8f2101b,0.0021768838981277615,944001.349972575
12,98167826b2eb11eb860b5e80f8f2101b,0.0021762267054386136,-1037226.75057558
13,99fc6ecfb14111ebbd8d5e80f8f2101b,0.0020684156821544346,298315.658167475
14,b622a797b45b11eb860b5e80f8f2101b,0.002063098159118223,4069383.89224085
15,6fc69de7b90311ebbd3b5e80f8f2101b,0.0020541716981097645,-516160.02561702
16,dcdc4a43b45b11eb860b5e80f8f2101b,0.0020335898735994607,2023956.67402079
17,db443534beaa11eb9b615e80f8f2101b,0.001958107315668228,1421750.19506125
18,06ef81d0c1ab11eb9b615e80f8f2101b,0.0018647139628133792,271099.029260929
19,7262663eb1ff11ebab175e80f8f2101b,0.0017918616620627359,938264.622472842
20,d3154984bc3811eb9b615e80f8f2101b,0.0017915476337865078,1537751.43386862
21,422c562cd87f11eb97625e80f8f2101b,0.001786191467479499,1932675.18476419
22,3306b4bec1b911eb9b615e80f8f2101b,0.001776490985516416,794623.847327453
23,de16c480b16111ebbd8d5e80f8f2101b,0.0017699513220864036,200312.65099095
24,198c75cfdd5b11ebbc345e80f8f2101b,0.001769884977679111,3713971.15728702
25,a5a87501b2fe11eb860b5e80f8f2101b,0.0017453718190079007,1667286.93743661
26,fd950105c35111eb9b615e80f8f2101b,0.0017437096386382694,-223831.040136578
27,e567faf5c1aa11eb9b615e80f8f2101b,0.0017415330872953484,296820.879034707
28,bed6dab9c34a11eb9b615e80f8f2101b,0.0017399166687277424,906401.559881755
29,fc2e31c5b2e611eb860b5e80f8f2101b,0.001727894655434742,686422.804774356
30,2a92ae26c73211eb8a795e80f8f2101b,0.001716632075059107,1982778.04423295
31,7935b2e0d22411eb94055e80f8f2101b,0.001698678203656101,348141.784846377
32,528e2961cd7811eb89a65e80f8f2101b,0.0016977096743551977,2072905.45013769
33,60b4f294b1ff11ebab175e80f8f2101b,0.0016787065512359177,282264.124347861
34,d41e051fbdcb11eb9b615e80f8f2101b,0.001674275769742929,-414110.340012946
35,4d59a523b2fe11eb860b5e80f8f2101b,0.0016455428460680317,-198066.309530871
36,cfd9e616ce8811eb89a65e80f8f2101b,0.0016309278624097006,-473767.213206662
37,45ba9e0db84e11ebbd3b5e80f8f2101b,0.0016208819696468166,-230806.522230537
38,93993b67b2f011eb860b5e80f8f2101b,0.001619178200594091,-180381.383068971
39,33c7f2fee2e211ebbc345e80f8f2101b,0.0016152500949600758,1567280.08169598
40,3830d0a5c75611eb8a795e80f8f2101b,0.0016083141938940484,21706.6395077631
41,8927a0a8beac11eb9b615e80f8f2101b,0.0016053358699782414,-7389.06798068149
42,476bcffeb6d111eb860b5e80f8f2101b,0.0015944591934413466,-439532.671999771
43,09af63c0beb111eb9b615e80f8f2101b,0.0015939826607116877,130444.141986813
44,2494543bbe9411eb9b615e80f8f2101b,0.0015820598914745392,2418506.77538157
45,a81d72abbc3611eb9b615e80f8f2101b,0.0015361730157774712,2776533.57419254
46,c9c05da5bf7811eb9b615e80f8f2101b,0.0015318810639262336,2256543.06310501
47,70b5fa68c26d11eb9b615e80f8f2101b,0.0015180628442335415,702517.430396217
48,0e15d16bb47b11eb860b5e80f8f2101b,0.001517190990476696,192322.533222188
49,8668d0afb6d411eb860b5e80f8f2101b,0.0015139908151375779,1037966.03022336
50,8cf6d936c72f11eb8a795e80f8f2101b,0.0014919485692372534,953878.888843092
51,5ed0e812c4f611eb8a795e80f8f2101b,0.0014722325493864783,238222.083948969
52,465b7b2cc47511eb8a795e80f8f2101b,0.0014696884986037002,-127504.293520076
53,0e66789dc1b511eb9b615e80f8f2101b,0.0014408433020503513,521794.852580375
54,f90d7b59d40411eb97625e80f8f2101b,0.0014382101694111402,-289559.555747045
55,1512ae3fbc3b11eb9b615e80f8f2101b,0.0014200668808861184,-390827.295660452
56,33108dcfb78811ebbd3b5e80f8f2101b,0.0013913795111657838,266684.044060044
57,235a657bd87211eb97625e80f8f2101b,0.0013811295148151441,656235.648889332
58,23e92a66c44611eb8a795e80f8f2101b,0.0013757716639790768,446124.422246458
59,0c142075b77e11ebbd3b5e80f8f2101b,0.00135864663093769,3208022.32438671
60,a16d961ee3ed11ebbc345e80f8f2101b,0.0013568954466773061,5760467.10372103
61,0a95d959c9b811eb8a795e80f8f2101b,0.0013562740667340315,408317.171494745
62,b36d1d8db78811ebbd3b5e80f8f2101b,0.0013548569466520274,1322171.62371165
63,3d2af728bc5511eb9b615e80f8f2101b,0.0013523815231088305,-203880.22452985
64,7bfb4391b9dc11ebbd3b5e80f8f2101b,0.001351076706021734,695531.93407976
65,372e36f4beac11eb9b615e80f8f2101b,0.0013458055005508415,-294991.526860792
66,8d91da38c4db11eb8a795e80f8f2101b,0.0013417424623929242,1000657.95818544
67,c3a57a57bf7611eb9b615e80f8f2101b,0.0013391828701093725,254017.117350079
68,b992617cb2f211eb860b5e80f8f2101b,0.001337569152455452,-458937.817416722
69,c4ac888fc77311eb8a795e80f8f2101b,0.0013298690476516535,1133022.40585231
70,6ef0e68ab79a11ebbd3b5e80f8f2101b,0.001321516081577615,-706102.56318505
71,212b06d3b6d111eb860b5e80f8f2101b,0.0013182479407008955,83714.388229242
72,aa63b89afa7d11eb92450242797fea16,0.0013154394972951856,698752.654766374
73,b25a99ddc33f11eb9b615e80f8f2101b,0.0013107603638580398,-275981.917672898
74,7aedfc45c46511eb8a795e80f8f2101b,0.001265556302085238,2601256.61461126
75,b251e4aabdba11eb9b615e80f8f2101b,0.0012450688585184842,-83558.0823427244
76,bd856bbdd23111eb94055e80f8f2101b,0.0012410989931311797,4760350.19543453
77,bff9e986b44d11eb860b5e80f8f2101b,0.0012330188455216475,-278547.559771837
78,eb1fc26bf97c11eba78d0242797fea16,0.0012302444896577804,1474565.98707211
79,0768e450ce4211eb89a65e80f8f2101b,0.0012206539875777409,4884087.7266069
80,4fa91971c1dc11eb9b615e80f8f2101b,0.0012140555977437743,1290313.27399709
81,d2a9c53fbe0411eb9b615e80f8f2101b,0.001213667278820635,629326.989461663
82,d6972989b39211eb860b5e80f8f2101b,0.0012069777989289637,-222257.296162192
83,0328660bda2b11eb97625e80f8f2101b,0.001206237004644393,118321.295533732
84,302d7bd6d48811eb97625e80f8f2101b,0.0012052256066069544,1917917.10394154
85,a96287dbc90811eb8a795e80f8f2101b,0.001204674708915853,203728.67301574
86,71084eeac34d11eb9b615e80f8f2101b,0.0012031721016619724,1347907.09547433
87,fa4c778ed94811eb97625e80f8f2101b,0.001203063832104216,2384587.9018258
88,b9e991e2bc3611eb9b615e80f8f2101b,0.0012027295637800535,-176593.126508896
89,1f35c9a3bd1a11eb9b615e80f8f2101b,0.001202016390419403,-99852.3046716628
90,690b99cdc8f611eb8a795e80f8f2101b,0.0012014204186837731,774135.947304588
91,5c2ce1a5dad011eb97625e80f8f2101b,0.0011978143787526438,-67313.3129074581
92,7e79471fbe8f11eb9b615e80f8f2101b,0.0011976168493434275,229295.116234863
93,66b9ffabb77e11ebbd3b5e80f8f2101b,0.0011965183654103451,228607.801439483
94,944d0f54b47a11eb860b5e80f8f2101b,0.0011954358139668966,1187378.11277981
95,0d6699f1deca11ebbc345e80f8f2101b,0.0011918774750018174,1937595.93336875
96,0520eaeeb2ff11eb860b5e80f8f2101b,0.0011853233771260034,128828.862898662
97,fa77164dc75811eb8a795e80f8f2101b,0.0011720102609906538,1243788.84704554
98,c6d0fa47c26d11eb9b615e80f8f2101b,0.0011640151042121905,264716.235992131
99,e172241ac98111eb8a795e80f8f2101b,0.0011561945406759282,-117625.06373839
100,a8c5c952c2b711eb9b615e80f8f2101b,0.0011160152961900835,516714.451114608
101,11e11da1da1b11eb97625e80f8f2101b,0.00110360755213711,309357.609824954
102,7f120d10d56311eb97625e80f8f2101b,0.0010923941669414127,3127951.74576037
103,ec426a75c36911eb9b615e80f8f2101b,0.0010913810302393874,8705.03644020351
104,2750b22ebf5411eb9b615e80f8f2101b,0.0010868888686544056,1174711.91304913
105,30389d14c27911eb9b615e80f8f2101b,0.0010837729803979009,3179718.41669782
106,b403169db6bc11eb860b5e80f8f2101b,0.0010723249669498704,3368264.95758524
107,8b535a45b14411ebbd8d5e80f8f2101b,0.0010723249669498704,-386184.212060828
108,87228f64b2d111eb860b5e80f8f2101b,0.0010723249669498704,-108720.941806902
109,beb0ee5ab9fe11ebbd3b5e80f8f2101b,0.0010723249669498704,2361537.98012715
110,e901b771beaf11eb9b615e80f8f2101b,0.0010723249669498704,521945.661432395
111,dafcfa4cf03f11ebbc265e80f8f2101b,0.0010723249669498704,1920812.28806323
112,99185893c41c11eb8a795e80f8f2101b,0.0010723249669498704,-36340.6210793976
113,88e3bdb8dd2f11ebbc345e80f8f2101b,0.0010703625816761183,2773.15645827489
114,2825ac18c27d11eb9b615e80f8f2101b,0.0010664378111286139,574133.90427572
115,0b6eb41bd48711eb97625e80f8f2101b,0.0010616834489605759,-65236.9910444506
116,e9bba8b7b6a911eb860b5e80f8f2101b,0.0010584306698186814,-129888.000055698
117,09c4491ec41811eb8a795e80f8f2101b,0.001058161791306225,90692.7982540794
118,c3ccfe0ad3cd11eb97625e80f8f2101b,0.001058161791306225,597584.961281655
119,c6fd4a73de6a11ebbc345e80f8f2101b,0.0010567096115839752,1636695.52314155
120,694c8874b15211ebbd8d5e80f8f2101b,0.0010555250344843337,-785399.185259266
121,460cd309c36911eb9b615e80f8f2101b,0.001055486717298373,-359945.414206973
122,9c5225b7b93011ebbd3b5e80f8f2101b,0.0010553561060533078,-96124.9062982489
123,d1eaf76bdafd11eb97625e80f8f2101b,0.0010538218592382655,-43639.8622580533
124,c248e804b2fd11eb860b5e80f8f2101b,0.001043253405954839,87383.7454960026
125,f7fade54d7f311eb97625e80f8f2101b,0.0010407454339485052,501256.16340226
126,699516fecd7811eb89a65e80f8f2101b,0.0010329880767365827,1329746.46437161
127,f2becc30beaa11eb9b615e80f8f2101b,0.001013053697109187,455329.478251747
128,4d17b1b0d96311eb97625e80f8f2101b,0.0009951357346046944,-68574.4611182017
129,de942d1eddf911ebbc345e80f8f2101b,0.0009914000400869588,3312033.18950098
130,d1284609c1b911eb9b615e80f8f2101b,0.0009889613693180733,475879.497518155
131,c9a3961fc81d11eb8a795e80f8f2101b,0.0009853732252440913,-55819.5200783423
132,fe6d9c25ddfe11ebbc345e80f8f2101b,0.0009853172226483096,-121272.629503752
133,c1ef663dd2fe11eb94055e80f8f2101b,0.0009826085236529845,2477111.53209372
134,cf6f0f58c75d11eb8a795e80f8f2101b,0.0009786933276606424,1373510.78846991
135,639d1839b6a911eb860b5e80f8f2101b,0.0009763876533789564,1041354.61953766
136,8cc6cfd2f58f11eba78d0242797fea16,0.0009706693284761944,-141455.045193511
137,33e64f3fcea111eb89a65e80f8f2101b,0.0009699257116356595,1170570.85943705
138,38f55a00ca5b11eb8a795e80f8f2101b,0.0009419867631585155,3533823.49678414
139,37bc83bbbdba11eb9b615e80f8f2101b,0.000938367448992258,974641.79127449
140,4a98b7aeb6aa11eb860b5e80f8f2101b,0.0009293644453151747,201515.534662041
141,4ba09ca1c2b811eb9b615e80f8f2101b,0.0009293200364373303,672931.033309865
142,9fa68e3bde2911ebbc345e80f8f2101b,0.0009292634027266255,187573.290657319
143,14ca94b5ff2711eb83940242797fea16,0.000926952996870191,1016695.07102962
144,f4e009c4d00111eba5ee5e80f8f2101b,0.0009219371048006053,-280471.314327145
145,f32881d7f36011eb8b290242797fea16,0.0009190575379406709,824711.814850459
146,44f45724b9cd11ebbd3b5e80f8f2101b,0.0009161656586778324,5011603.39755242
147,6a319245d48e11eb97625e80f8f2101b,0.000913654314696828,534153.963427135
148,92d83f21cf0a11eb89a65e80f8f2101b,0.0009135394507407841,-462066.87248047
149,f49fae3add3611ebbc345e80f8f2101b,0.0009129906441478401,-33062.1176892019
150,e6a1dd16c27d11eb9b615e80f8f2101b,0.0009088553039417063,-81033.5207540604
151,f1095dd4b77d11ebbd3b5e80f8f2101b,0.0009088553039417063,-646110.409951546
152,04d17eb1c36a11eb9b615e80f8f2101b,0.0009088553039417063,123484.811623824
153,62f444e4c36911eb9b615e80f8f2101b,0.0009088553039417063,210792.807104283
154,6395bd37c72f11eb8a795e80f8f2101b,0.0009088553039417063,-660.383953894256
155,4476a74cb16211ebbd8d5e80f8f2101b,0.0009088553039417063,-67717.0819414157
156,209b167ebdbf11eb9b615e80f8f2101b,0.0009088553039417063,648462.612714382
157,7d556665bc2611eb9b615e80f8f2101b,0.0009088553039417063,508171.540465535
158,716d2d54cd7511eb89a65e80f8f2101b,0.0009088553039417063,5701100.0179734
159,2c8e64d1bf8f11eb9b615e80f8f2101b,0.0009088553039417063,2333040.6155185
160,a67741ffdaf811eb97625e80f8f2101b,0.0009088553039417063,368662.083646246
161,44a5bd8fe37a11ebbc345e80f8f2101b,0.0009081283300814868,3469617.31362069
162,431e56bfdec411ebbc345e80f8f2101b,0.0009064199849048909,291572.569896853
163,8f5bbc1ebdc611eb9b615e80f8f2101b,0.0009051175208264242,-854481.452505055
164,27a71603d30911eb94055e80f8f2101b,0.0009043582963354519,8095479.49801316
165,9bbc227ce50411ebbc345e80f8f2101b,0.0009038715931213304,-344012.068698064
166,1d137542bf5211eb9b615e80f8f2101b,0.000901568286484536,-37748.4748659697
167,b961d573d23811eb94055e80f8f2101b,0.0009003436260534473,66525.5212750363
168,67f4b657ca5a11eb8a795e80f8f2101b,0.0008998903373524072,1378401.26959269
169,325efb08b47911eb860b5e80f8f2101b,0.000897924777755951,113709.469161924
170,70bbed4cdafc11eb97625e80f8f2101b,0.0008974755315371075,1248865.33514587
171,5e6aff10e85011ebbc345e80f8f2101b,0.0008974755315371075,284245.125901219
172,b4c3e18ce9c411ebbc345e80f8f2101b,0.000897110502751074,-207854.202393283
173,0627a776c1b711eb9b615e80f8f2101b,0.000897110502751074,-74778.8981928821
174,938f6bb4d1ce11eb94055e80f8f2101b,0.0008966225592007837,1451011.64290011
175,e7ff2380bece11eb9b615e80f8f2101b,0.0008964435046081861,-705377.867754945
176,4e35a080c8e711eb8a795e80f8f2101b,0.000896268637424776,-122069.79850314
177,7ed3449db13511ebbd8d5e80f8f2101b,0.0008951220787339627,1082849.41403621
178,8c895b42bdbe11eb9b615e80f8f2101b,0.0008951220787339627,293974.916966072
179,0353cd9ab9cd11ebbd3b5e80f8f2101b,0.0008948687606716192,-418579.612690154
180,6fd30953b6b111eb860b5e80f8f2101b,0.0008946334950152679,2611462.35966761
181,16816d0ec41511eb8a795e80f8f2101b,0.000894490490400623,287849.265555944
